age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,blue-collar,single,secondary,yes,-369,yes,no,unknown,16,may,242.0,1,-1,0,unknown,no
49,technician,divorced,secondary,no,1066,yes,no,unknown,20,may,185.0,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,-291,yes,yes,unknown,16,may,238.0,1,-1,0,unknown,no
58,blue-collar,divorced,primary,no,709,yes,no,unknown,5,may,728.0,1,-1,0,unknown,yes
32,blue-collar,divorced,secondary,no,629,yes,no,unknown,8,may,106.0,7,-1,0,unknown,no
60,retired,married,unknown,no,788,yes,no,unknown,14,may,214.0,3,-1,0,unknown,no
57,management,married,tertiary,no,8,no,no,unknown,14,may,71.0,3,-1,0,unknown,no
54,retired,married,secondary,no,25,yes,no,unknown,5,may,50.0,2,-1,0,unknown,no
55,retired,married,secondary,no,24,yes,yes,unknown,16,may,276.0,1,-1,0,unknown,no
58,retired,married,secondary,no,818,yes,yes,unknown,12,may,269.0,1,-1,0,unknown,no
46,admin.,married,secondary,no,122,yes,no,unknown,2,jun,275.0,1,-1,0,unknown,no
35,management,married,tertiary,no,93,yes,no,unknown,2,jun,64.0,2,-1,0,unknown,no
36,management,married,tertiary,no,1004,yes,no,unknown,9,jun,544.0,3,-1,0,unknown,no
42,management,married,tertiary,no,607,no,yes,unknown,6,jun,121.0,1,-1,0,unknown,no
44,housemaid,married,primary,no,1464,yes,no,unknown,8,may,56.0,1,-1,0,unknown,no
29,admin.,single,unknown,no,559,yes,no,unknown,4,jun,453.0,1,-1,0,unknown,no
36,management,married,tertiary,no,840,yes,no,unknown,6,may,446.0,3,-1,0,unknown,no
29,technician,married,secondary,no,769,yes,no,unknown,23,may,159.0,5,-1,0,unknown,no
33,blue-collar,married,primary,no,36,yes,no,unknown,13,may,124.0,7,-1,0,unknown,no
30,management,single,tertiary,no,29,yes,yes,unknown,9,may,416.0,4,-1,0,unknown,no
29,services,single,secondary,no,0,yes,no,unknown,28,may,240.0,2,-1,0,unknown,no
32,management,single,tertiary,no,223,yes,yes,unknown,6,jun,188.0,1,-1,0,unknown,no
34,management,single,tertiary,no,0,yes,yes,unknown,21,may,181.0,18,-1,0,unknown,no
52,services,married,secondary,no,1500,yes,no,unknown,12,may,58.0,1,-1,0,unknown,no
35,management,married,secondary,no,384,yes,yes,unknown,28,may,525.0,2,-1,0,unknown,no
36,technician,married,tertiary,no,2568,yes,no,unknown,2,jun,202.0,2,-1,0,unknown,no
41,blue-collar,married,primary,no,95,yes,no,unknown,26,may,190.0,1,-1,0,unknown,no
27,services,single,secondary,no,595,yes,no,unknown,3,jun,191.0,2,-1,0,unknown,no
58,management,married,secondary,no,1526,yes,no,unknown,5,jun,342.0,1,-1,0,unknown,no
39,technician,single,secondary,no,248,yes,no,unknown,5,jun,238.0,1,-1,0,unknown,no
38,services,married,secondary,no,4514,yes,no,unknown,16,may,597.0,6,-1,0,unknown,no
59,technician,divorced,primary,no,192,yes,no,unknown,6,may,73.0,3,-1,0,unknown,no
31,technician,married,secondary,yes,-11,no,no,unknown,6,may,121.0,3,-1,0,unknown,no
30,services,single,secondary,no,537,yes,no,unknown,21,may,146.0,3,-1,0,unknown,no
35,blue-collar,married,primary,no,779,yes,no,unknown,26,may,205.0,3,-1,0,unknown,no
34,services,single,secondary,no,0,yes,yes,unknown,2,jun,48.0,2,-1,0,unknown,no
48,entrepreneur,single,secondary,no,466,no,no,unknown,8,may,240.0,2,-1,0,unknown,no
59,retired,divorced,secondary,no,10396,yes,no,unknown,5,may,81.0,2,-1,0,unknown,no
35,management,married,tertiary,no,2144,yes,no,unknown,7,may,607.0,1,-1,0,unknown,yes
37,management,single,tertiary,no,1321,no,no,unknown,8,may,2851.0,1,-1,0,unknown,yes
38,management,single,secondary,no,-256,yes,no,unknown,3,jun,136.0,2,-1,0,unknown,no
37,technician,single,secondary,no,765,no,no,unknown,9,jun,95.0,3,-1,0,unknown,no
48,technician,married,secondary,no,439,yes,no,unknown,2,jun,326.0,2,-1,0,unknown,no
37,technician,married,secondary,no,49,yes,yes,unknown,21,may,137.0,1,-1,0,unknown,no
47,services,single,secondary,no,3694,yes,no,unknown,13,may,101.0,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,644,yes,no,unknown,28,may,78.0,1,-1,0,unknown,no
39,technician,single,secondary,no,783,yes,yes,unknown,9,may,166.0,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,748,no,no,unknown,5,may,179.0,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,89,yes,no,unknown,30,may,408.0,1,-1,0,unknown,no
54,services,divorced,secondary,no,855,yes,no,unknown,27,may,239.0,2,-1,0,unknown,no
46,self-employed,married,tertiary,no,634,yes,no,unknown,16,may,475.0,4,-1,0,unknown,no
37,blue-collar,single,secondary,no,168,yes,no,unknown,26,may,80.0,1,-1,0,unknown,no
36,self-employed,married,tertiary,no,2957,yes,no,unknown,3,jun,695.0,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,108,yes,yes,unknown,28,may,152.0,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,695,yes,no,unknown,16,may,401.0,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,4,yes,yes,unknown,23,may,201.0,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,291,yes,no,unknown,2,jun,343.0,1,-1,0,unknown,no
59,self-employed,single,primary,no,483,yes,no,unknown,6,jun,724.0,10,-1,0,unknown,no
28,blue-collar,divorced,primary,no,365,yes,no,unknown,15,may,151.0,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,-111,yes,no,unknown,20,may,78.0,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,-349,yes,no,unknown,5,may,220.0,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,1365,yes,no,unknown,9,may,224.0,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,1066,yes,yes,unknown,4,jun,123.0,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,374,yes,yes,unknown,9,may,350.0,3,-1,0,unknown,no
53,retired,married,primary,no,692,yes,no,unknown,5,jun,129.0,1,-1,0,unknown,no
57,unknown,married,unknown,no,1300,no,no,unknown,8,may,151.0,2,-1,0,unknown,no
32,admin.,single,tertiary,no,2493,no,no,unknown,23,may,139.0,3,-1,0,unknown,no
40,blue-collar,married,primary,no,48,no,no,unknown,14,may,411.0,2,-1,0,unknown,no
32,services,single,secondary,no,10,no,no,unknown,16,may,197.0,1,-1,0,unknown,no
37,management,single,tertiary,no,1309,no,no,unknown,5,may,139.0,3,-1,0,unknown,no
33,services,married,secondary,no,0,no,no,unknown,20,may,370.0,2,-1,0,unknown,no
29,admin.,single,secondary,no,361,yes,no,unknown,19,may,180.0,2,-1,0,unknown,no
48,blue-collar,married,primary,no,38,no,no,unknown,21,may,76.0,2,-1,0,unknown,no
40,management,married,tertiary,no,432,yes,no,unknown,14,may,483.0,1,-1,0,unknown,no
38,services,married,secondary,no,361,yes,no,unknown,27,may,100.0,3,-1,0,unknown,no
31,services,married,secondary,no,438,yes,no,unknown,6,jun,328.0,1,-1,0,unknown,no
57,technician,married,primary,no,426,yes,no,unknown,5,may,362.0,2,-1,0,unknown,no
26,blue-collar,married,primary,no,69,no,no,unknown,3,jun,171.0,3,-1,0,unknown,no
30,technician,single,tertiary,no,405,yes,no,unknown,9,may,83.0,1,-1,0,unknown,no
60,blue-collar,married,primary,no,3718,no,no,unknown,5,jun,393.0,5,-1,0,unknown,no
32,technician,married,secondary,no,505,yes,no,unknown,6,may,371.0,2,-1,0,unknown,no
46,management,married,secondary,no,9535,yes,no,unknown,6,may,447.0,1,-1,0,unknown,no
43,technician,married,secondary,no,177,yes,no,unknown,6,may,63.0,2,-1,0,unknown,no
45,admin.,single,secondary,no,2117,yes,no,unknown,19,may,117.0,1,-1,0,unknown,no
37,technician,married,tertiary,no,1230,yes,no,unknown,28,may,158.0,1,-1,0,unknown,no
51,blue-collar,married,primary,no,214,yes,no,unknown,6,may,544.0,2,-1,0,unknown,no
55,retired,divorced,unknown,no,2185,yes,no,unknown,6,jun,60.0,1,-1,0,unknown,no
57,management,single,tertiary,no,3844,yes,no,unknown,6,may,122.0,2,-1,0,unknown,no
33,technician,married,secondary,no,276,yes,no,unknown,6,may,79.0,2,-1,0,unknown,no
45,admin.,single,secondary,no,849,yes,no,unknown,7,may,173.0,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,931,yes,no,unknown,5,jun,288.0,4,-1,0,unknown,no
46,services,married,secondary,no,711,yes,no,unknown,28,may,140.0,2,-1,0,unknown,no
31,technician,married,secondary,no,771,yes,no,unknown,26,may,357.0,2,-1,0,unknown,no
36,services,married,secondary,no,8590,yes,no,unknown,7,may,98.0,1,-1,0,unknown,no
59,blue-collar,married,primary,no,31,yes,no,unknown,16,may,231.0,1,-1,0,unknown,no
37,services,married,secondary,no,-806,yes,no,unknown,3,jun,194.0,2,-1,0,unknown,no
54,blue-collar,married,primary,no,0,yes,no,unknown,26,may,59.0,1,-1,0,unknown,no
29,technician,single,tertiary,no,249,yes,yes,unknown,4,jun,358.0,1,-1,0,unknown,no
46,technician,single,tertiary,no,1172,yes,no,unknown,2,jun,69.0,1,-1,0,unknown,no
40,blue-collar,married,primary,no,-614,yes,no,unknown,6,jun,412.0,4,-1,0,unknown,no
30,blue-collar,married,primary,no,4336,yes,no,unknown,2,jun,65.0,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1401,yes,no,unknown,3,jun,76.0,3,-1,0,unknown,no
44,blue-collar,married,unknown,no,1320,no,no,unknown,3,jun,29.0,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,533,no,no,unknown,5,jun,43.0,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,639,yes,no,unknown,6,jun,523.0,2,-1,0,unknown,no
49,blue-collar,married,primary,no,5609,yes,no,unknown,14,may,44.0,2,-1,0,unknown,no
29,blue-collar,married,unknown,no,1410,yes,no,unknown,3,jun,77.0,4,-1,0,unknown,no
59,services,divorced,unknown,no,2046,yes,no,unknown,2,jun,68.0,1,-1,0,unknown,no
51,technician,single,tertiary,no,431,yes,yes,unknown,6,jun,79.0,3,-1,0,unknown,no
38,technician,divorced,unknown,no,274,yes,no,unknown,9,jun,266.0,2,-1,0,unknown,no
52,self-employed,single,primary,no,881,no,no,unknown,15,may,89.0,2,-1,0,unknown,no
36,admin.,divorced,secondary,no,58,yes,yes,unknown,5,jun,228.0,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,115,yes,no,unknown,9,may,371.0,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,370,yes,no,unknown,23,may,178.0,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,-293,yes,no,unknown,21,may,113.0,1,-1,0,unknown,no
35,self-employed,single,tertiary,no,476,yes,no,unknown,28,may,306.0,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,3815,yes,no,unknown,29,may,64.0,5,-1,0,unknown,no
38,blue-collar,single,secondary,no,32,yes,no,unknown,21,may,166.0,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,953,yes,no,unknown,27,may,381.0,6,-1,0,unknown,no
38,blue-collar,married,secondary,no,142,yes,yes,unknown,23,may,34.0,2,-1,0,unknown,no
59,blue-collar,married,secondary,no,629,yes,no,unknown,26,may,133.0,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,2287,yes,no,unknown,13,may,33.0,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,3674,yes,no,unknown,15,may,94.0,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,1757,yes,yes,unknown,2,jun,206.0,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,753,yes,no,unknown,21,may,127.0,3,-1,0,unknown,no
31,blue-collar,single,secondary,no,407,yes,no,unknown,23,may,164.0,1,-1,0,unknown,no
57,management,divorced,tertiary,no,1560,yes,no,unknown,27,may,1276.0,1,-1,0,unknown,yes
57,retired,married,primary,no,187,yes,no,unknown,21,may,255.0,1,-1,0,unknown,no
57,retired,single,tertiary,no,535,no,no,unknown,29,may,174.0,2,-1,0,unknown,no
35,admin.,married,secondary,no,152,no,no,unknown,5,jun,176.0,4,-1,0,unknown,no
32,admin.,married,secondary,no,195,no,no,unknown,4,jun,166.0,4,-1,0,unknown,no
39,admin.,married,secondary,no,-93,yes,no,unknown,23,may,249.0,1,-1,0,unknown,no
47,management,married,tertiary,no,108,yes,no,unknown,14,may,306.0,2,-1,0,unknown,no
48,admin.,single,tertiary,no,891,no,no,unknown,3,jun,405.0,3,-1,0,unknown,no
50,management,married,tertiary,no,1196,no,no,unknown,30,may,101.0,2,-1,0,unknown,no
53,management,married,tertiary,no,5783,yes,no,unknown,6,jun,221.0,1,-1,0,unknown,no
38,management,married,tertiary,no,703,yes,no,unknown,19,may,770.0,1,-1,0,unknown,no
58,management,married,tertiary,no,2106,yes,no,unknown,14,may,168.0,1,-1,0,unknown,no
30,technician,married,tertiary,no,3,yes,no,unknown,21,may,24.0,2,-1,0,unknown,no
31,admin.,single,secondary,no,271,yes,no,unknown,7,may,365.0,1,-1,0,unknown,no
36,services,married,secondary,no,108,yes,no,unknown,21,may,128.0,2,-1,0,unknown,no
33,technician,married,tertiary,no,759,yes,no,unknown,16,may,35.0,1,-1,0,unknown,no
36,admin.,married,secondary,no,-502,yes,no,unknown,6,may,176.0,1,-1,0,unknown,no
51,management,single,tertiary,no,81,yes,no,unknown,6,may,351.0,2,-1,0,unknown,no
37,management,single,tertiary,no,72,yes,no,unknown,12,may,144.0,5,-1,0,unknown,no
27,admin.,single,secondary,no,425,yes,no,unknown,4,jun,134.0,1,-1,0,unknown,no
36,technician,single,tertiary,no,622,yes,no,unknown,13,may,288.0,2,-1,0,unknown,no
45,blue-collar,married,primary,no,255,yes,no,unknown,19,may,238.0,4,-1,0,unknown,no
32,services,single,secondary,no,218,yes,no,unknown,9,may,78.0,1,-1,0,unknown,no
20,services,single,tertiary,no,4060,yes,no,unknown,28,may,217.0,1,-1,0,unknown,no
32,management,single,tertiary,no,7044,yes,no,unknown,5,may,228.0,1,-1,0,unknown,no
40,blue-collar,married,primary,no,221,yes,no,unknown,6,jun,219.0,1,-1,0,unknown,no
36,blue-collar,married,primary,no,0,yes,no,unknown,9,may,107.0,3,-1,0,unknown,no
46,blue-collar,married,primary,no,-256,no,no,unknown,19,may,165.0,4,-1,0,unknown,no
51,technician,married,secondary,no,719,yes,no,unknown,12,may,362.0,1,-1,0,unknown,no
32,management,single,tertiary,no,5243,yes,no,unknown,6,may,41.0,1,-1,0,unknown,no
37,blue-collar,married,primary,no,490,yes,no,unknown,26,may,24.0,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,53,no,no,unknown,4,jun,190.0,6,-1,0,unknown,no
45,management,divorced,tertiary,no,22,yes,no,unknown,30,may,101.0,4,-1,0,unknown,no
36,blue-collar,married,primary,no,16,no,no,unknown,27,may,565.0,3,-1,0,unknown,yes
25,technician,single,tertiary,no,-185,yes,no,unknown,14,may,100.0,2,-1,0,unknown,no
37,technician,single,tertiary,no,668,yes,no,unknown,2,jun,283.0,1,-1,0,unknown,no
41,blue-collar,married,primary,no,1871,yes,no,unknown,27,may,474.0,3,-1,0,unknown,no
33,blue-collar,married,unknown,no,4385,no,no,unknown,7,may,773.0,4,-1,0,unknown,no
25,services,single,secondary,no,469,yes,yes,unknown,2,jun,112.0,2,-1,0,unknown,no
41,unemployed,married,secondary,no,25,yes,no,unknown,19,may,485.0,2,-1,0,unknown,no
36,services,married,secondary,no,-109,yes,no,unknown,2,jun,260.0,1,-1,0,unknown,no
25,admin.,single,secondary,no,-147,yes,yes,unknown,15,may,66.0,1,-1,0,unknown,no
48,management,divorced,tertiary,no,6516,no,no,unknown,6,jun,163.0,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,203,yes,no,unknown,5,may,607.0,5,-1,0,unknown,no
57,technician,divorced,secondary,no,593,no,no,unknown,6,jun,78.0,1,-1,0,unknown,no
42,services,single,secondary,no,2615,yes,yes,unknown,14,may,85.0,1,-1,0,unknown,no
27,blue-collar,single,primary,no,562,yes,no,unknown,23,may,363.0,1,-1,0,unknown,no
48,management,divorced,tertiary,no,1065,yes,no,unknown,7,may,174.0,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,-88,yes,no,unknown,26,may,108.0,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,4,yes,no,unknown,30,may,69.0,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,0,yes,no,unknown,2,jun,391.0,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,42,no,yes,unknown,3,jun,289.0,2,-1,0,unknown,no
28,services,single,secondary,no,3316,yes,no,unknown,26,may,1028.0,1,-1,0,unknown,yes
55,blue-collar,married,secondary,no,53,yes,no,unknown,27,may,128.0,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,879,yes,no,unknown,7,may,228.0,2,-1,0,unknown,no
48,technician,divorced,secondary,no,100,yes,no,unknown,16,may,210.0,1,-1,0,unknown,no
33,self-employed,married,tertiary,no,3441,yes,no,unknown,3,jun,446.0,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,2193,yes,no,unknown,8,may,91.0,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,981,yes,no,unknown,4,jun,41.0,1,-1,0,unknown,no
56,services,divorced,secondary,no,-1664,yes,no,unknown,5,may,178.0,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,5260,yes,no,unknown,7,may,539.0,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,1600,yes,yes,unknown,12,may,125.0,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,98,yes,no,unknown,23,may,345.0,4,-1,0,unknown,no
54,blue-collar,divorced,secondary,no,455,yes,no,unknown,30,may,412.0,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,3265,yes,no,unknown,8,may,768.0,1,-1,0,unknown,yes
35,self-employed,single,tertiary,no,3070,yes,no,unknown,16,may,1391.0,2,-1,0,unknown,yes
57,retired,married,tertiary,no,1919,yes,no,unknown,2,jun,26.0,1,-1,0,unknown,no
44,management,married,unknown,no,0,no,no,unknown,14,may,211.0,1,-1,0,unknown,no
58,retired,married,primary,yes,255,yes,no,unknown,2,jun,73.0,2,-1,0,unknown,no
46,services,married,unknown,no,304,no,no,unknown,6,may,504.0,1,-1,0,unknown,no
45,management,married,tertiary,no,219,yes,no,unknown,7,may,160.0,2,-1,0,unknown,no
37,services,married,secondary,no,217,no,no,unknown,3,jun,443.0,2,-1,0,unknown,no
32,admin.,single,unknown,no,261,yes,no,unknown,29,may,185.0,2,-1,0,unknown,no
39,technician,married,tertiary,no,231,no,no,unknown,6,jun,322.0,5,-1,0,unknown,no
40,services,married,secondary,no,613,no,no,unknown,9,jun,118.0,1,-1,0,unknown,no
36,technician,single,tertiary,no,61,no,no,unknown,8,may,21.0,1,-1,0,unknown,no
58,technician,married,secondary,no,577,no,no,unknown,5,jun,39.0,2,-1,0,unknown,no
36,technician,single,tertiary,no,0,no,no,unknown,21,may,188.0,1,-1,0,unknown,no
55,technician,married,secondary,no,190,no,no,unknown,14,may,416.0,1,-1,0,unknown,no
56,technician,single,tertiary,no,328,no,no,unknown,5,may,95.0,3,-1,0,unknown,no
35,technician,single,tertiary,no,549,yes,no,unknown,6,may,905.0,1,-1,0,unknown,no
34,services,married,secondary,no,-239,yes,no,unknown,7,may,42.0,3,-1,0,unknown,no
40,technician,single,tertiary,no,218,yes,no,unknown,23,may,554.0,1,-1,0,unknown,no
48,unemployed,married,secondary,no,452,yes,no,unknown,29,may,194.0,2,-1,0,unknown,no
34,blue-collar,married,primary,no,56,yes,no,unknown,28,may,379.0,2,-1,0,unknown,no
60,admin.,married,secondary,no,5733,yes,yes,unknown,2,jun,284.0,2,-1,0,unknown,no
38,technician,married,tertiary,no,-94,yes,yes,unknown,12,may,227.0,4,-1,0,unknown,no
48,blue-collar,married,primary,no,80,yes,no,unknown,14,may,100.0,6,-1,0,unknown,no
43,blue-collar,married,primary,no,216,yes,no,unknown,19,may,114.0,1,-1,0,unknown,no
32,technician,single,tertiary,no,660,no,no,unknown,12,may,77.0,2,-1,0,unknown,no
39,blue-collar,married,primary,no,-65,yes,no,unknown,6,jun,80.0,2,-1,0,unknown,no
28,student,single,secondary,no,1036,yes,no,unknown,21,may,272.0,2,-1,0,unknown,no
57,technician,married,secondary,no,307,yes,no,unknown,27,may,278.0,3,-1,0,unknown,no
51,blue-collar,married,primary,no,-49,yes,no,unknown,8,may,51.0,3,-1,0,unknown,no
30,blue-collar,married,primary,no,626,yes,no,unknown,23,may,253.0,3,-1,0,unknown,no
43,services,single,secondary,no,752,yes,no,unknown,28,may,296.0,2,-1,0,unknown,no
31,services,married,secondary,no,-187,yes,yes,unknown,16,may,99.0,1,-1,0,unknown,no
31,admin.,divorced,secondary,no,80,yes,no,unknown,8,may,130.0,4,-1,0,unknown,no
35,blue-collar,single,primary,no,166,yes,no,unknown,5,may,285.0,5,-1,0,unknown,no
31,blue-collar,single,primary,no,1057,yes,no,unknown,28,may,179.0,1,-1,0,unknown,no
47,admin.,divorced,secondary,no,4793,no,no,unknown,9,jun,18.0,1,-1,0,unknown,no
34,blue-collar,married,primary,no,100,yes,yes,unknown,8,may,74.0,4,-1,0,unknown,no
35,admin.,divorced,secondary,no,0,yes,no,unknown,26,may,212.0,7,-1,0,unknown,no
34,services,single,secondary,no,1602,yes,no,unknown,12,may,135.0,3,-1,0,unknown,no
39,unemployed,married,secondary,no,581,yes,no,unknown,27,may,127.0,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,16,yes,no,unknown,7,may,51.0,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,339,yes,no,unknown,28,may,118.0,2,-1,0,unknown,no
41,blue-collar,single,primary,no,-288,yes,no,unknown,29,may,144.0,3,-1,0,unknown,no
56,management,divorced,tertiary,no,344,yes,yes,unknown,12,may,264.0,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,252,yes,no,unknown,9,may,27.0,1,-1,0,unknown,no
58,unemployed,divorced,primary,no,376,yes,no,unknown,8,may,341.0,2,-1,0,unknown,no
29,entrepreneur,married,secondary,no,-205,yes,no,unknown,27,may,253.0,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,165,yes,no,unknown,23,may,76.0,2,-1,0,unknown,no
29,self-employed,single,tertiary,no,297,yes,no,unknown,8,may,55.0,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,54,yes,no,unknown,2,jun,280.0,1,-1,0,unknown,no
34,services,divorced,secondary,no,3131,yes,no,unknown,7,may,72.0,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-121,yes,no,unknown,13,may,198.0,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,399,yes,yes,unknown,20,may,79.0,1,-1,0,unknown,no
53,technician,divorced,secondary,no,948,yes,no,unknown,6,jun,360.0,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,500,yes,yes,unknown,2,jun,309.0,1,-1,0,unknown,yes
37,services,divorced,secondary,no,4946,yes,no,unknown,2,jun,777.0,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,1083,yes,no,unknown,7,may,123.0,2,-1,0,unknown,yes
26,blue-collar,single,secondary,no,-138,yes,yes,unknown,28,may,7.0,5,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,-121,yes,no,unknown,6,may,141.0,5,-1,0,unknown,no
37,admin.,married,primary,no,226,yes,no,unknown,5,may,190.0,1,-1,0,unknown,no
39,retired,married,secondary,no,148,yes,no,unknown,20,may,224.0,1,-1,0,unknown,no
36,management,married,tertiary,no,192,yes,no,unknown,21,may,346.0,1,-1,0,unknown,no
39,management,married,tertiary,no,389,no,yes,unknown,2,jun,445.0,2,-1,0,unknown,no
49,management,single,tertiary,no,62,yes,no,unknown,2,jun,286.0,3,-1,0,unknown,no
37,services,married,secondary,no,21,yes,no,unknown,3,jun,169.0,8,-1,0,unknown,no
35,admin.,married,secondary,no,0,yes,yes,unknown,2,jun,65.0,5,-1,0,unknown,no
25,services,married,secondary,no,1330,yes,no,unknown,6,may,157.0,1,-1,0,unknown,no
35,management,single,tertiary,no,376,yes,no,unknown,27,may,33.0,1,-1,0,unknown,no
35,technician,married,tertiary,no,240,yes,no,unknown,27,may,415.0,2,-1,0,unknown,no
27,admin.,single,secondary,no,42,yes,no,unknown,7,may,226.0,2,-1,0,unknown,no
51,technician,married,secondary,no,276,no,no,unknown,28,may,136.0,6,-1,0,unknown,no
37,technician,married,tertiary,no,6383,no,no,unknown,3,jun,197.0,5,-1,0,unknown,no
35,blue-collar,married,primary,no,138,no,no,unknown,30,may,230.0,2,-1,0,unknown,no
58,retired,divorced,tertiary,no,9722,no,no,unknown,8,may,266.0,1,-1,0,unknown,no
25,management,single,tertiary,no,0,yes,no,unknown,2,jun,109.0,3,-1,0,unknown,no
31,admin.,single,secondary,no,3304,yes,no,unknown,23,may,46.0,2,-1,0,unknown,no
30,unemployed,single,tertiary,no,9,yes,no,unknown,4,jun,78.0,1,-1,0,unknown,no
24,admin.,single,secondary,no,3529,yes,no,unknown,19,may,45.0,2,-1,0,unknown,no
41,technician,single,tertiary,no,352,yes,no,unknown,21,may,104.0,1,-1,0,unknown,no
43,admin.,married,secondary,no,1767,yes,yes,unknown,12,may,150.0,2,-1,0,unknown,no
30,admin.,single,secondary,no,777,yes,no,unknown,6,may,31.0,3,-1,0,unknown,no
37,technician,married,secondary,no,1101,yes,no,unknown,8,may,226.0,2,-1,0,unknown,no
48,unknown,single,unknown,no,3003,yes,no,unknown,6,may,186.0,2,-1,0,unknown,no
49,management,divorced,tertiary,no,162,no,no,unknown,30,may,91.0,2,-1,0,unknown,no
60,blue-collar,married,primary,no,61,yes,no,unknown,16,may,182.0,3,-1,0,unknown,no
35,technician,single,secondary,no,64,yes,no,unknown,27,may,77.0,5,-1,0,unknown,no
29,admin.,divorced,secondary,no,160,yes,no,unknown,21,may,172.0,4,-1,0,unknown,no
34,technician,married,secondary,no,-362,yes,no,unknown,28,may,118.0,2,-1,0,unknown,no
36,blue-collar,married,primary,no,-303,yes,no,unknown,28,may,78.0,2,-1,0,unknown,no
51,blue-collar,married,primary,no,7735,yes,no,unknown,30,may,407.0,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,255,no,no,unknown,19,may,157.0,1,-1,0,unknown,no
32,services,single,secondary,no,1037,yes,no,unknown,27,may,398.0,1,-1,0,unknown,no
32,technician,single,secondary,no,3713,no,no,unknown,21,may,160.0,1,-1,0,unknown,no
45,services,married,secondary,no,1830,yes,yes,unknown,4,jun,36.0,1,-1,0,unknown,no
28,entrepreneur,single,secondary,no,0,yes,no,unknown,13,may,179.0,1,-1,0,unknown,no
42,management,divorced,tertiary,no,1222,yes,yes,unknown,26,may,345.0,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,17,yes,no,unknown,19,may,353.0,1,-1,0,unknown,no
34,services,divorced,secondary,no,22,yes,no,unknown,26,may,223.0,3,-1,0,unknown,no
29,services,divorced,secondary,no,1386,no,no,unknown,12,may,195.0,3,-1,0,unknown,no
27,blue-collar,married,secondary,no,-22,yes,no,unknown,27,may,208.0,2,-1,0,unknown,no
50,management,divorced,tertiary,no,1379,yes,no,unknown,6,jun,154.0,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,no,unknown,19,may,305.0,1,-1,0,unknown,no
30,blue-collar,single,primary,no,1327,yes,no,unknown,26,may,136.0,1,-1,0,unknown,no
37,services,divorced,secondary,no,295,yes,no,unknown,3,jun,141.0,2,-1,0,unknown,no
54,housemaid,divorced,secondary,no,675,no,no,unknown,5,jun,183.0,7,-1,0,unknown,no
